0,1,2,3,4,5,6,7,8,9,10,11,12,13,__table_index__,14,15
748,271 中山區,吉林段五小段114地號等土地,臺北市中山區新生北路二段,失其效力,111/10/7,8,,10,66,,,8,38,53,,
749,292 萬華區,莒光段二小段109-3地號等土地 臺北市萬華區大埔街,,失其效力,111/10/18,8,,10,6,,,8.5,32.5,53,,
750,96 信義區,永吉段一小段541地號等土地,臺北市信義區忠孝東路五段,,111/10/18,8,,,,,,6,14,53,,
751,840 信義區,永春段一小段151地號等土地,臺北市信義區虎林街,,111/10/18,8,8,2,66,,,4,34,53,,
752,324 文山區,興隆段三小段435地號等土地,臺北市文山區萬盛街,,111/10/18,8,,,,,,8.5,16.5,53,,
753,289 大安區,復興段三小段872地號等土地,臺北市大安區信義路四段,,111/10/20,8,8,10,4,,,8,38,53,,
754,1530 中正區,公園段二小段129地號等土地,臺北市中正區襄陽路,,111/10/25,8,,10,,,,10,28,53,,
755,113 文山區,景美段五小段568地號等土地,臺北市文山區景美段,,111/10/31,8,,2,,,,6,16,53,,
數,,,,,,原容大於法,,,,7綠,,,,54,+規,
,,,,,,,構評,地退,震設,,慧建,障礙,贈公,54,,總獎勵額度
,,,,,,容3,,,,建築,,,,54,模獎,
,,,,,,,估,縮,計,,築,設計,設地,54,,
,,,,,,,,,,,,,,54,勵,
756,495 北投區,開明段一小段470地號等土地,臺北市北投區復興四路,,111/10/31,,6,8,10,,2,3,,54,9,38
,,,,,,,,,,,,,,54,,410.88%
757,1888 中山區,吉林段一小段484地號等土地,臺北市中山區松江路,,111/10/31,10456.78,8,8,10,6,,,,54,10,
,,,,,,,,,,,,,,54,,原容1.15
758,536 中正區,永昌段一小段450地號等土地,臺北市中正區水源路,,111/11/2,,8,8,2,6,6,,,54,9.5,39.5
759,1310 大安區,龍泉段二小段148-1地號等土地 臺北市大安區泰順街,,,111/11/3,,8,10,2,6,,4,,54,10,40
760,706 內湖區,東湖段二小段30-4地號等土地,臺北市內湖區東湖段,失其效力,111/11/3,,8,8,2,6,6,,,54,10,40
761,284 中山區,吉林段三小段188地號等土地,臺北市中山區新生北路二段,,111/11/3,,8,8,4,4,,3,,54,6,33
762,268 大同區,雙連段二小段670-1地號等土地 臺北市大同區涼州街,,,111/11/7,,8,,,,,,,54,6,14
763,555 信義區,三興段二小段95地號等土地,臺北市信義區吳興街,失其效力,111/11/8,,6,,10,6,8,,,54,9.5,39.5
764,723 信義區,雅祥段四小段278-2地號等土地 臺北市信義區基隆路一段,,,111/11/28,,8,,10,6,6,,,54,8.5,38.5
765,471 大安區,復興段三小段787地號等土地,臺北市大安區復興南路一段,,111/11/30,,8,8,4,6,,4,,54,9,39
766,193 大安區,學府段四小段46地號等土地,臺北市大安區新生南路三段,,111/12/1,,8,,10,2,6,3,,54,6,35
767,308 大安區,龍泉段二小段171地號等土地,臺北市大安區泰順街,失其效力,111/12/1,,8,8,10,4,,,,54,8.5,38.5
768,866 中正區,永昌段四小段369地號等土地,臺北市中正區南海路,,111/12/1,,8,8,2,6,6,,,54,9,39
,,,,,,,,,,,,,,54,,194.73%
769,112 中正區,中正段三小段79-2地號等土地,臺北市中正區林森南路,失其效力,111/12/5,399.54,8,,6,4,4,,,54,6,
,,,,,,,,,,,,,,54,,原容1.15
數,,,,原容大於法,,,7綠,,,,+規,,,55,,
,,,,構評,地退,震設,,慧建,障礙,贈公,,總獎勵額度,,55,,
,,,容3,,,,建築,,,,模獎,,,55,,
,,,,估,縮,計,,築,設計,設地,,,,55,,
,,,,,,,,,,,勵,,,55,,
770,688 北投區,新民段二小段543地號等土地臺北市北投區中山路,111/12/9,8,,10,6,6,,,10,40,,55,,
771,598 北投區,文林段三小段328-1地號等土地 臺北市北投區建民路,111/12/19,8,8,2,6,6,,,9.5,39.5,,55,,
772,3663 中正區,城中段三小段23地號等土地臺北市中正區寶慶路,失其效力111/12/26,8,,10,,,,,10,28,,55,,
773,449 內湖區,碧湖段四小段897-3地號等土地 臺北市內湖區環山路二段,112/1/3,8,8,4,8,,,,9,37,,55,,
774,207 大同區,雙連段一小段555地號等土地臺北市大同區萬全街,112/1/3,8,,2,,,3,,8,21,,55,,
775,474 大安區,懷生段四小段384地號等土地臺北市大安區新生南路一段,112/1/3,8,,10,6,6,,,9,39,,55,,
776,2356 士林區,福順段一小段309地號等土地臺北市士林區重慶北路四段,112/1/4,8,8,4,6,,3,,10,39,,55,,
777,725 大安區,通化段五小段40地號等土地臺北市大安區文昌街,112/1/7,8,,10,6,6,,,10,40,,55,,
778,520 士林區,福順段三小段10地號等土地臺北市士林區重慶北路四段,112/1/7,8,8,2,6,6,,,9.5,39.5,,55,,
779,943.58 士林區,至善段五小段405地號等土地臺北市士林區至善段二小段,112/1/13,8,8,10,6,,,,10,40,,55,,
780,208 士林區,永新段四小段352地號等土地臺北市士林區延平北路六段,112/1/16,8,,2,6,4,,,8,28,,55,,
781,1129 大安區,大安段一小段404地號等土地臺北市大安區信義路四段,112/1/16,8,8,2,6,6,,,10,40,,55,,
782,891 內湖區,碧湖段四小段189地號等土地臺北市內湖區環山路二段,112/1/19,8,8,2,6,6,,,9,39,,55,,
,,臺北市士林區岩山里至誠路一,,,,,,,,,,,,55,,
783,461 士林區,芝山段一小段677地號等土地,112/1/31,8,8,2,,,,,9,27,,55,,
,,段,,,,,,,,,,,,55,,
數,,,,,原容大於法,,,7綠,,,,+規,,56,,
,,,,,構評,地退,震設,,慧建,障礙,贈公,,總獎勵額度,56,,
,,,,容3,,,,建築,,,,模獎,,56,,
,,,,,估,縮,計,,築,設計,設地,,,56,,
,,,,,,,,,,,,勵,,56,,
784,1664 大安區,龍泉段二小段14地號等土地,臺北市大安區和平東路一段失其效力,112/2/2,6,10,2,6,6,,,10,40,56,,
785,623 大同區,大同段一小段248地號等土地,臺北市大同區承德路三段,112/2/2,8,,10,6,6,,,8,38,56,,
786,824.7 大同區,市府段二小段712-2地號等土地 臺北市大同區重慶北路一段,,112/2/2,4,,10,8,,3,,10,35,56,,
787,1134 大安區,大安段三小段389地號等土地,臺北市大安區和平東路二段,112/2/2,8,,10,6,6,,,10,40,56,,
788,1287 松山區,寶清段一小段569地號等土地,臺北市松山區南京東路五段,112/11/7,8,,10,6,6,,,10,40,56,,
789,1189 文山區,萬慶段一小段419-3地號等土地 臺北市文山區溪口街,,112/2/3,8,,10,6,6,,,10,40,56,,
790,191 萬華區,直興段三小段115地號等土地,臺北市萬華區貴陽街二段失其效力,112/2/3,8,,,,,,,6,14,56,,
791,160 文山區,博嘉段三小段608地號等土地,臺北市文山區和平東路四段,112/2/9,8,,2,4,,,,4,18,56,,
792,482 大同區,大龍段三小段43地號等土地,臺北市大同區承德路三段失其效力,112/2/9,8,,10,6,6,,,9,39,56,,
793,2167.84 內湖區,石潭段三小段445地號等土地,臺北市內湖區成功路二段,112/2/9,8,8,2,6,6,,,10,40,56,,
794,244 內湖區,碧湖段三小段253地號等土地,臺北市內湖區麗山街失其效力,112/2/9,8,,10,6,6,,,6,36,56,,
795,1646 士林區,福順段一小段407地號等土地,臺北市士林區重慶北路四段,112/2/10,8,10,4,6,,3,,10,40,56,,
796,526.23 大同區,玉泉段一小段539地號等土地,臺北市大同區華亭街,112/2/20,8,,2,6,6,,,10,32,56,,
797,185 大同區,橋北段三小段504地號等土地,臺北市大同區伊寧街,112/2/22,8,,,,,,,6,14,56,,
,,,,,,,,容積獎勵項目及額度(%)-依核准函為準,,,,,,57,,
案件,,,,,,,,,,,,,,57,時程,
,基地面積(㎡)行政區,地段地號,門牌地址,備註,核准日期,,4結,5基,6耐,,8智,9無,10捐,57,,
數,,,,,,原容大於法,,,,7綠,,,,57,+規,
,,,,,,,構評,地退,震設,,慧建,障礙,贈公,57,,總獎勵額度
,,,,,,容3,,,,建築,,,,57,模獎,
,,,,,,,估,縮,計,,築,設計,設地,57,,
,,,,,,,,,,,,,,57,勵,
798,2118 北投區,溫泉段一小段371地號等土地,臺北市北投區光明路,,112/2/22,9690.76,8,,,,,,,57,10,18
799,2252 中山區,吉林段三小段136地號等土地,臺北市中山區民權東路二段,,112/2/24,,8,,10,6,6,,,57,10,40
800,336 北投區,奇岩段三小段18地號等土地,臺北市北投區奇岩里公館路,,112/3/15,,8,10,2,,,,,57,10,30
801,706 中山區,中山段三小段277地號等土地,臺北市中山區民生東路一段,,112/3/16,,8,,10,6,6,,,57,9.5,39.5
802,163 士林區,三玉段五小段199地號等土地,臺北市士林區德行東路,失其效力,112/3/16,,8,,10,4,,3,,57,4,29
803,271 大安區,通化段三小段721地號等土地,臺北市大安區樂利路,,112/3/22,,8,8,2,6,6,,,57,8,38
804,181.85 中山區,長春段一小段776地號等土地,臺北市中山區遼寧街,,112/3/24,,8,,6,6,6,4,,57,4,34
805,1048 中山區,長春段一小段462地號等土地,臺北市中山區長春路,,112/3/25,,8,,10,,6,,,57,10,34
806,578 士林區,天母段三小段42地號等土地,臺北市士林區天母北路,,112/3/30,,8,,10,6,6,,,57,7.5,37.5
807,177 中山區,長安段三小段588地號等土地,臺北市中山區吉林路,失其效力,112/3/30,,8,,10,6,6,,,57,4,34
808,1990 中山區,中山段三小段795地號等土地,臺北市中山區中山北路二段,,112/3/30,,8,8,2,6,6,,,57,10,40
809,701 中山區,吉林段二小段227地號等土地,臺北市中山區松江路,,112/4/6,,8,,10,6,6,,,57,8.5,38.5
810,361 士林區,陽明段二小段524地號等土地,臺北市士林區文林路,,112/4/10,,8,,10,6,6,,,57,6.5,36.5
811,720 北投區,新民段三小段62地號等土地,臺北市北投區珠海路,失其效力,112/4/10,,8,8,2,6,6,,,57,8.5,38.5
數,,,,,原容大於法,,,,7綠,,,,+規,58,,
,,,,,,構評,地退,震設,,慧建,障礙,贈公,,58,總獎勵額度,
,,,,,容3,,,,建築,,,,模獎,58,,
,,,,,,估,縮,計,,築,設計,設地,,58,,
,,,,,,,,,,,,,勵,58,,
812,1294 士林區,芝山段二小段763地號等土地臺北市士林區中山北路六段,,112/4/13,,8,10,2,6,4,,,10,58,40,
813,101 大同區,延平段三小段90地號等土地臺北市大同區安西街,失其效力,112/4/25,,8,,10,6,6,,,6,58,36,
814,706 文山區,木柵段一小段410地號等土地臺北市文山區三段,,112/4/27,,8,,10,6,6,,,8,58,38.5,
815,158 大同區,玉泉段一小段123地號等土地臺北市大同區天水路,失其效力,112/5/4,,8,,2,,,,2.58,6,58,18.58,
816,1130 中正區,中正段二小段552地號等土地臺北市中正區杭州南路一段,,112/5/9,,8,8,2,6,6,,,7,58,37,
817,1018 萬華區,龍山段二小段238地號等土地臺北市萬華區和平西路三段,,112/5/16,,8,8,2,8,,,5,10,58,40,
818,632 北投區,大業段三小段583地號等土地臺北市北投區大業路,,112/5/16,,8,8,2,6,6,,,8,58,38,
819,267 內湖區,碧湖段四小段166地號等土地臺北市內湖區環山路二段,,112/5/16,,8,,10,6,,,,6,58,30,
820,1624 內湖區,東湖段六小段240地號等土地臺北市內湖區康寧段三段,失其效力,112/5/23,,8,8,2,6,6,,,10,58,40,
821,1533.2 松山區,敦化段一小段698-1地號等土地 臺北市松山區慶城街,,112/5/23,,8,8,2,6,6,,,10,58,40,
822,332 中山區,德惠段二小段990地號等土地臺北市中山區松江路,,112/5/26,,8,,10,6,6,,,8.5,58,38.5,
823,554 大安區,瑞安段二小段513地號等土地臺北市大安區復興南路二段,,112/5/26,,8,,10,6,6,,,6.5,58,36.5,
824,1487 文山區,華興段三小段52地號等土地臺北市文山區木柵路一段,,112/5/30,,8,8,2,6,6,,,10,58,40,
825,61 中正區,中正段二小段171地號等土地臺北市中正區信義路二段,,112/5/31,,8,,2,,2,,3.39,4,58,19.39,
數,,,,,,原容大於法,,,,7綠,,,,59,+規,
,,,,,,,構評,地退,震設,,慧建,障礙,贈公,59,,總獎勵額度
,,,,,,容3,,,,建築,,,,59,模獎,
,,,,,,,估,縮,計,,築,設計,設地,59,,
,,,,,,,,,,,,,,59,勵,
826,330.68 內湖區,康寧段一小段330地號等土地,臺北市內湖區大湖街,,112/6/2,,8,8,4,4,6,,,59,6.5,36.5
827,187 內湖區,碧湖段四小段165地號等土地,臺北市內湖區環山路二段,,112/6/7,,8,,10,6,4,,,59,4,32
828,351.61 內湖區,碧湖段二小段701地號等土地,臺北市內湖區內湖路二段,,112/6/13,,8,,10,,,,,59,6.5,24.5
829,93 萬華區,青年段一小段682地號等土地,臺北市萬華區萬大路,,112/6/21,,8,,2,2,,,,59,4,16
830,1332 士林區,光華段四小段535地號等土地,臺北市士林區小西街,,112/6/21,,8,8,2,6,6,,,59,10,40
831,114 士林區,三玉段三小段374地號等土地,臺北市士林區中山北路六段,失其效力,112/6/21,,8,,2,4,4,,,59,4,22
832,507.76 北投區,開明段二小段541地號等土地,臺北市北投區永興路,,112/6/21,,8,8,2,8,,4,,59,7.5,37.5
833,900 大同區,大同段二小段535地號等土地,臺北市大同區大龍街,,112/6/28,,8,8,10,,6,,,59,9.5,39.5
834,181 中山區,正義段一小段355地號等土地,臺北市中山區長安東路一段,,112/7/3,,8,,6,6,6,,,59,4,30
835,168 大同區,橋北段三小段559地號等土地,臺北市大同區延平北路三段,,112/7/6,,8,,2,,,,,59,4,14
836,100.4 內湖區,石潭段三小段589地號等土地,臺北市內湖區成功路二段,失其效力,112/7/7,,8,,,,,,,59,4,12
837,728.35 北投區,崇仰段四小段511地號等土地,臺北市北投區東華街二段,失其效力,112/7/17,,8,10,2,6,,4,,59,8.5,38.5
,,,,,,,,,,,,,,59,,93.2%
838,744 中山區,長安段三小段433地號等土地,臺北市中山區松江路,,112/7/17,2656.61,8,8,10,,,,,59,8.5,
,,,,,,,,,,,,,,59,,原容1.15
839,181 中山區,正義段一小段353地號等土地,臺北市中山區長安東路一段,,112/7/18,,8,,2,6,,,,59,4,20
,,,,,,,,容積獎勵項目及額度(%)-依核准函為準,,,,,,60,,
案件,,,,,,,,,,,,,,60,時程,
,基地面積(㎡)行政區,地段地號,門牌地址,備註,核准日期,,4結,5基,6耐,,8智,9無,10捐,60,,
數,,,,,,原容大於法,,,,7綠,,,,60,+規,
,,,,,,,構評,地退,震設,,慧建,障礙,贈公,60,,總獎勵額度
,,,,,,容3,,,,建築,,,,60,模獎,
,,,,,,,估,縮,計,,築,設計,設地,60,,
,,,,,,,,,,,,,,60,勵,
840,237 中正區,成功段一小段159地號等土地,臺北市中正區紹興北街,失其效力,112/7/18,10,8,,10,,,,,60,6,34
841,431 中山區,長安段二小段114地號等土地,臺北市中山區長安東路二段,,112/7/18,,8,,10,6,6,,,60,4,34
842,278 信義區,雅祥段四小段150地號等土地,臺北市信義區基隆路一段,,112/7/18,,8,,2,6,,,,60,6,22
,,,,,,,,,,,,,,60,,44.87%
843,1502 中山區,中山段二小段486地號等土地,臺北市中山區中山北路二段,,112/7/20,3838.08,8,,10,6,6,,,60,10,
,,,,,,,,,,,,,,60,,原容1.15
,,,臺北市中山區民權東路二段,,,,,,,,,,,60,,
844,196 中山區,吉林段一小段278地號等土地,,,112/7/21,,8,,4,8,6,4,,60,4,34
,,,278、279地號等2筆土地,,,,,,,,,,,60,,
,,,臺北市北投區大屯路173、175,,,,,,,,,,,60,,
845,428.8 北投區,開明段一小段173地號等土地,,失其效力,112/7/24,,8,8,2,4,,3,5,60,9,39
,,,地號等2筆土地,,,,,,,,,,,60,,
846,400 士林區,三玉段四小段524地號等土地,臺北市士林區中山北路六段,失其效力,112/7/24,,8,,10,8,,3,,60,7,36
847,944.44 士林區,蘭雅段三小段359地號等土地,臺北市士林區文昌路,,112/7/25,,8,8,2,6,6,,,60,9.5,39.5
848,245 松山區,寶清段四小段397地號等土地,臺北市松山區南京東路五段,,112/7/25,,8,,10,6,4,3,,60,6,36
849,903.26 士林區,至善段五小段402地號等土地,臺北市士林區仰德大道一段,,112/7/28,,6,,10,8,6,,,60,10,40
850,1187 中正區,臨沂段三小段2地號等土地,臺北市中正區新生南路一段,,112/7/31,,8,8,10,6,,,,60,10,40
851,1350 士林區,福林段一小段97地號等土地,臺北市士林區福林路,,112/8/2,,8,8,2,8,,4,,60,10,40
852,1341 松山區,延吉段三小段727地號等土地,臺北市松山區敦化南路一段,失其效力,112/8/2,9275.16,8,,10,6,6,,,60,10,40
853,580.22 文山區,華興段四小段789地號等土地,臺北市文山區試院路,,112/8/7,,6,8,10,6,,,,60,7.5,37.5
,,,,,,,,容積獎勵項目及額度(%)-依核准函為準,,,,,,61,,
案件,,,,,,,,,,,,,,61,時程,
,基地面積(㎡)行政區,地段地號,門牌地址,備註,核准日期,,4結,5基,6耐,,8智,9無,10捐,61,,
數,,,,,,原容大於法,,,,7綠,,,,61,+規,
,,,,,,,構評,地退,震設,,慧建,障礙,贈公,61,,總獎勵額度
,,,,,,容3,,,,建築,,,,61,模獎,
,,,,,,,估,縮,計,,築,設計,設地,61,,
,,,,,,,,,,,,,,61,勵,
854,261 大同區,橋北段一小段505地號等土地,臺北市大同區迪化街二段,,112/8/15,,8,,,,,,,61,6,14
855,1883 信義區,犁和段二小段470地號等土地,臺北市信義區富陽街,失其效力,112/8/15,,8,8,10,6,,,,61,10,40
856,179 北投區,溫泉段四小段509地號等土地,臺北市北投區清江路,,112/8/15,,8,,4,6,,,5,61,4,27
857,592 大同區,雙連段二小段590地號等土地,臺北市大同區寧夏路,,112/8/23,,8,,10,6,6,,,61,7,37
858,409 萬華區,漢中段二小段674地號等土地,臺北市萬華區內江街,,112/8/23,,8,,2,2,,,,61,7,19
859,164 大安區,金華段二小段907地號等土地,臺北市大安區金山南路二段,,112/8/23,10,8,,10,2,,,,61,3.7,33.7
860,568 萬華區,雙園段三小段11地號等土地,臺北市萬華區西園路二段,失其效力,112/8/23,10,6,8,4,6,,,,61,7.5,37.5
861,213.6 中山區,長安段二小段580-1地號等土地 臺北市中山區安東街,,,112/8/30,,8,,10,6,4,,,61,8,36
,,,,,,,,,,,,,,61,,28%
862,283 士林區,百齡段四小段156-2地號等土地 臺北市士林區通河東街一段,,,112/8/30,931.55,8,,10,4,,,,61,6,
,,,,,,,,,,,,,,61,,原容1.15
863,1022 中正區,河堤段六小段499地號等土地,臺北市中正區廈門街,,112/8/30,,8,,10,6,6,,,61,10,40
864,381 中正區,福和段一小段427-1地號等土地 臺北市中正區羅斯福路三段,,,112/8/30,,8,8,2,4,,3,5,61,6.5,36.5
865,505 松山區,延吉段一小段581地號等土地,臺北市松山區光復南路,失其效力,112/8/30,,8,8,10,6,,,,61,7.5,37.5
866,648 中正區,公園段二小段652地號等土地,臺北市中正區漢口街一段,失其效力,112/8/30,,8,,10,6,6,,,61,8,38
867,202 中正區,南海段二小段243地號等土地,臺北市中正區南昌路二段,,112/8/30,,8,,2,8,6,,,61,6,30
數,,,,,,原容大於法,,,,7綠,,,,62,+規,
,,,,,,,構評,地退,震設,,慧建,障礙,贈公,62,,總獎勵額度
,,,,,,容3,,,,建築,,,,62,模獎,
,,,,,,,估,縮,計,,築,設計,設地,62,,
,,,,,,,,,,,,,,62,勵,
868,372 北投區,新民段三小段60地號等土地,臺北市北投區翠嶺路,失其效力,112/8/30,,8,8,2,6,6,,,62,6.5,36.5
869,275 中正區,南海段一小段257地號等土地,臺北市中正區杭州南路二段,,112/9/6,356.6,8,,2,,,,,62,6,16
870,556 大安區,復興段一小段434-1地號等土地 臺北市大安區復興南路一段,,,112/9/6,,8,8,10,,,,4,62,7.37,37.37
,,,臺北市中正區新生南路一段連,,,,,,,,,,,62,,
871,674 中正區,臨沂段三小段23地號等土地,,,112/9/6,10,8,8,2,,,3,,62,8,38
,,,雲街,,,,,,,,,,,62,,
872,1150 文山區,公訓段二小段123地號等土地,臺北市文山區興德路,,112/9/15,,6,,4,8,8,4,,62,10,40
873,386.33 士林區,華岡段三小段745地號等土地,臺北市士林區中庸一路,失其效力,112/9/23,,8,8,2,,,,,62,6.5,24.5
874,509.27 士林區,天山段二小段278地號等土地,臺北市士林區中山北路七段,,112/9/23,,8,,10,6,6,,,62,7.5,37.5
875,397 大同區,橋北段三小段684地號等土地,臺北市大同區民權西路伊寧街,,112/9/23,,8,,10,6,6,,,62,6.5,36.5
876,1122 中正區,臨沂段三小段464地號等土地,臺北市中正區信義路二段,,112/9/26,,8,,10,6,6,,,62,10,40
877,231 松山區,寶清段三小段175地號等土地,臺北市松山區南京東路五段,,112/9/26,,8,,10,6,,3,3,62,6,36
,,,臺北市萬華區貴陽街二段中華,,,,,,,,,,,62,,
878,676 萬華區,漢中段二小段76地號等土地,,失其效力,112/9/26,8,,,2,6,,,,62,8,24
,,,路一段,,,,,,,,,,,62,,
879,431 信義區,吳興段三小段48地號等土地,臺北市信義區景雲街,,112/9/26,,8,,2,6,6,,,62,5,27
880,916 士林區,三玉段五小段699地號等土地,臺北市士林區中山北路六段,,112/10/13,,8,8,10,6,,,,62,9.5,39.5
881,278.53 文山區,萬芳段三小段796-2地號等土地 臺北市文山區興隆路四段,,,112/10/27,,6,,4,,,,,62,6,16
數,,,,,原容大於法,,,,7綠,,,,+規,63,,
,,,,,,構評,地退,震設,,慧建,障礙,贈公,,63,總獎勵額度,
,,,,,容3,,,,建築,,,,模獎,63,,
,,,,,,估,縮,計,,築,設計,設地,,63,,
,,,,,,,,,,,,,勵,63,,
882,332.74 中正區,公園段二小段120地號等土地臺北市中正區南陽街,,112/10/27,,8,,10,6,2,,4.9,6.5,63,36.5,
883,800 中山區,吉林段四小段14地號等土地臺北市中山區民生東路二段,,112/11/3,,8,8,2,6,6,,,6,63,36,
884,591 信義區,虎林段四小段517地號等土地臺北市信義區永吉路,,112/11/6,,8,8,10,6,,,,7.5,63,37.5,
885,105 中山區,中山段三小段415地號等土地臺北市中山區中山北路二段,,112/11/13,,8,,10,6,6,,,6,63,36,
886,168 萬華區,萬華段一小段516-2地號等土地 臺北市萬華區昆明街,,112/11/13,,8,,10,6,4,3,,3.5,63,33.5,
887,493 信義區,祥和段三小段225地號等土地臺北市信義區五段,,112/11/16,10,8,8,2,2,,,,7,63,37,
888,172 中山區,長春段二小段820地號等土地臺北市中山區建國北路二段,失其效力,112/11/22,,8,,4,6,,3,,4,63,25,
,,南港段二小段598-1、602-1、台北市南港區南港路一段287巷,,,,,,,,,,,,63,,
889,716 南港區,,失其效力,112/11/29,,8,8,4,8,,3,,2,63,33,
,,603地號等3筆土地地號等土地2弄12號,,,,,,,,,,,,63,,
890,507 中山區,長安段三小段722地號等土地臺北市中山區吉林路,,112/12/4,,6,10,2,6,6,,,5.5,63,35.5,
891,322 松山區,美仁段二小段613地號等土地臺北市松山區南京東路四段,,112/12/5,,8,,2,8,6,,,6.5,63,30.5,
,,,,,,,,,,,,,,63,87.09%,
892,316 中正區,中正段一小段17地號等土地臺北市中正區泰安街,,112/12/6,1113.42,8,8,4,,,4,,6.5,63,,
,,,,,,,,,,,,,,63,原容1.15,
893,493 南港區,中南段一小段251地號等土地臺北市南港區中南街,,112/12/6,,8,8,10,4,,,,4,63,34,
894,612.24 士林區,華岡段四小段29地號等土地臺北市士林區仁民路,失其效力,112/12/6,,8,8,2,6,6,,,8,63,38,
895,96 大同區,雙連段二小段660地號等土地臺北市大同區寧夏街,失其效力,112/12/11,,8,,10,6,6,,,2,63,32,
,,,,,,,,容積獎勵項目及額度(%)-依核准函為準,,,,,,64,,
案件,,,,,,,,,,,,,,64,時程,
,基地面積(㎡)行政區,地段地號,門牌地址,備註,核准日期,,4結,5基,6耐,,8智,9無,10捐,64,,
數,,,,,,原容大於法,,,,7綠,,,,64,+規,
,,,,,,,構評,地退,震設,,慧建,障礙,贈公,64,,總獎勵額度
,,,,,,容3,,,,建築,,,,64,模獎,
,,,,,,,估,縮,計,,築,設計,設地,64,,
,,,,,,,,,,,,,,64,勵,
896,148 北投區,奇岩段三小段74地號等土地,臺北市北投區公館路,,112/12/15,,6,,4,6,2,,,64,2,20
897,693.16 北投區,崇仰段二小段447地號等土地,臺北市北投區奇岩路,,112/12/15,,8,8,2,6,6,,,64,10,40
898,549 大同區,橋北段二小段343地號等土地,臺北市大同區伊寧街、昌吉街,,112/12/15,,8,,10,6,6,,,64,7.5,37.5
,,,臺北市中正區忠孝東路二段、,,,,,,,,,,,64,,
